_unit_id,_golden,_unit_state,_trusted_judgments,confidence,confidence:stddev,relation,relation:confidence,orig__golden,context,pair_id,relation_gold,relation_gold_reason,sentence_1,sentence_2,speaker_1,speaker_2,topic,relation_AAF,relation_BAF,gpt_davinci,gpt_35,gpt_35_0613,selected,sen1_inx,sen2_inx,satis_relation_AAF,satis_gpt_davinci,satis_gpt_35,satis_gpt_35_0613,SVM,Decision_Tree,Naive_Bayes,LR,satis_Decision_Tree,satis_SVM,satis_LR,satis_Naive_Bayes
3085730284,False,finalized,4,3.5,0.5,neither,1.0,,"<strong>Kamala Harris:</strong> ""I’ve traveled the world, I’ve met with our soldiers in war zones.""
<br><strong>Kamala Harris:</strong> ""And I think Joe has asked me to serve with him because he knows that we share a purpose, which is about lifting up the American people.""
<br><strong>Kamala Harris:</strong> ""And after the four years that we have seen of Donald Trump unifying our country around our common values and principles.""
<br><strong>Susan Page:</strong> ""Thank you, Senator Harris.""
<br><strong>Susan Page:</strong> ""Neither President Trump, nor Vice President Biden has released a sort of detailed health information that had become the modern norm until the 2016 election.""
<br><strong>Susan Page:</strong> ""And in recent days, President Trump’s doctors have given misleading answers, or refused to answer basic questions about his health.""
<br><strong>Susan Page:</strong> ""And my question to each of you in turn is, is this information voters deserve to know?""
<br><strong>Susan Page:</strong> ""Vice President Pence, would you like to go first?""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">Well, Susan, thank you.</span>""
<br><strong>Mike Pence:</strong> ""And let me say on behalf of the President and the First Lady, how moved we’ve all been by the outpouring of prayers and concern for the President.""
<br><strong>Mike Pence:</strong> ""And I do believe it’s emblematic of the prayers and the concern that have ushered forth for every American impacted by the Coronavirus.""
<br><strong>Mike Pence:</strong> ""But the care of the President received at Walter Reed Hospital, the White House doctors was exceptional.""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">And the transparency that they practiced all along the way will continue.</span>""
<br><strong>Mike Pence:</strong> ""The American people have a right to know about-""
<br><strong>Mike Pence:</strong> ""… they will continue.""
<br>",n150218b07p1923,,,"Well, Susan, thank you.",And the transparency that they practiced all along the way will continue.,Mike Pence,Mike Pence,Vice-presidency,0,0,0,0,2,1,1065,1758,0,0,0,0,0,0,0,0,0,0,0,0
3085730285,False,finalized,3,4.67,0.471,support,1.0,,"<strong>Joe Biden:</strong> ""You may recall, I’m the guy who said… I was raised by a man who, I remember, I was being dropped off.""
<br><strong>Joe Biden:</strong> ""My dad was a high school educated, well-read man who was a really decent guy.""
<br><strong>Joe Biden:</strong> ""And I was being dropped off to get an application in the center of our city, Wilmington, Delaware, the corporate capital of the world at the time.""
<br><strong>Joe Biden:</strong> ""I’m getting out to get an application to be a lifeguard in the African-American community, because there was a big swimming pool complex.""
<br><strong>Joe Biden:</strong> ""And these two men, well-dressed, leaned up and hugged one another and kissed one another.""
<br><strong>Joe Biden:</strong> ""I’m getting out of the car at the light, and I turned to my dad.""
<br><strong>Joe Biden:</strong> ""My dad looked me.""
<br><strong>Joe Biden:</strong> ""He said, “Joey, it’s simple.""
<br><strong>Joe Biden:</strong> ""They love each other.” The idea that an 8 year old child or a 10 year old child decides, “I decided I want to be transgender.""
<br><strong>Joe Biden:</strong> ""That’s what I think I’d like to be.""
<br><strong>Joe Biden:</strong> ""It’d make my life a lot easier.” There should be zero discrimination.""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">And what’s happening is too many transgender women of color are being murdered.</span>""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">They’re being murdered.</span>""
<br><strong>Joe Biden:</strong> ""I think it’s up to, now, 17.""
<br><strong>Joe Biden:</strong> ""Don’t hold me to that number, but it’s… It’s higher now?""
<br>",n080066b07p7071,,,And what’s happening is too many transgender women of color are being murdered.,They’re being murdered.,Joe Biden,Joe Biden,LGBTQ,0,2,2,2,2,1,811,120,0,0,0,0,0,0,0,0,0,0,0,0
3085730286,False,finalized,7,4.0,0.535,neither,0.4401,,"<strong>Donald Trump:</strong> ""No, no.""
<br><strong>Savannah Guthrie:</strong> ""Now, you’ve been in office almost four years.""
<br><strong>Donald Trump:</strong> ""We have done-""
<br><strong>Savannah Guthrie:</strong> ""You have both houses of Congress, Senate and House, in Republican hands, and there is not a replacement yet.""
<br><strong>Donald Trump:</strong> ""That’s right.""
<br><strong>Donald Trump:</strong> ""I’m sorry, but if you look, we had both houses and what did we do?""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">We got rid of the individual mandate.</span>""
<br><strong>Donald Trump:</strong> ""That went through the legislature.""
<br><strong>Savannah Guthrie:</strong> ""But the promise was repeal and replace.""
<br><strong>Donald Trump:</strong> ""Look, look.""
<br><strong>Donald Trump:</strong> ""We should be on the same side.""
<br><strong>Donald Trump:</strong> ""I wanted very simple.""
<br><strong>Donald Trump:</strong> ""I’m going to put it very simple.""
<br><strong>Donald Trump:</strong> ""We would like to terminate it, and we would like to replace it with something that’s much less expensive and much better.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">We will always protect people with preexisting conditions.</span>""
<br>",n130050b07p4957,,,We got rid of the individual mandate.,We will always protect people with preexisting conditions.,Donald Trump,Donald Trump,Healthcare,0,0,0,2,2,1,302,1235,0,0,0,0,0,0,0,0,0,0,0,0
3085730287,False,finalized,4,4.25,0.433,neither,0.7602,,"<strong>Donald Trump:</strong> ""I know about Antifa, and I know about the radical left, and I know how violent they are and how vicious they are.""
<br><strong>Donald Trump:</strong> ""And I know how they are burning down cities run by Democrats, not run by Republicans.""
<br><strong>Savannah Guthrie:</strong> ""Republican Senator Ben Sasse said, quote, “QAnon is nuts and real leaders call conspiracy theories, conspiracy theories.”""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">He may be right.</span>""
<br><strong>Savannah Guthrie:</strong> ""Why not just say, it’s crazy and not true?""
<br><strong>Donald Trump:</strong> ""Can I be honest?""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">He may be right.</span>""
<br><strong>Donald Trump:</strong> ""I just don’t know about QAnon.""
<br><strong>Savannah Guthrie:</strong> ""You do know.""
<br><strong>Donald Trump:</strong> ""I don’t know.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">No, I don’t know.</span>""
<br><strong>Donald Trump:</strong> ""I don’t know.""
<br><strong>Donald Trump:</strong> ""You tell me all about it.""
<br><strong>Savannah Guthrie:</strong> ""Let me ask you another thing.""
<br><strong>Donald Trump:</strong> ""Let’s waste the whole show.""
<br>",n120263b07p6266,,,He may be right.,"No, I don’t know.",Donald Trump,Donald Trump,Racism,0,0,0,0,0,1,1686,345,0,0,0,0,0,0,0,0,0,0,0,0
3085730288,False,finalized,7,4.14,0.639,support,0.5704,,"<strong>Donald Trump:</strong> ""But what I really like… In a second administration.""
<br><strong>Donald Trump:</strong> ""But not to a level that’s going to put all these businesses out of business.""
<br><strong>Donald Trump:</strong> ""It should be a state option.""
<br><strong>Donald Trump:</strong> ""Look, I’ve lived-""
<br><strong>Joe Biden:</strong> ""Every-""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">… in different places.</span>""
<br><strong>Donald Trump:</strong> ""I know different places.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">They’re all different.</span>""
<br><strong>Donald Trump:</strong> ""Some places, $ 15 is not so bad.""
<br><strong>Donald Trump:</strong> ""In other places, other states, $15 would be ruinings.""
<br><strong>Kristen Welker:</strong> ""Okay, President Trump, thank you.""
<br><strong>Kristen Welker:</strong> ""Quick response Vice President Biden.""
<br><strong>Joe Biden:</strong> ""No one should work one job, be below poverty.""
<br><strong>Joe Biden:</strong> ""People are making six, seven, eight bucks an hour.""
<br><strong>Joe Biden:</strong> ""These first responders we all clap for as they come down the street because they’ve allowed us to make it.""
<br>",n030045b07p4345,,,… in different places.,They’re all different.,Donald Trump,Donald Trump,Minimum wage,0,2,0,0,0,1,1382,2,0,0,0,0,0,0,0,0,0,0,0,0
3085730289,False,finalized,5,4.2,0.4,neither,1.0,,"<strong>Donald Trump:</strong> ""Okay.""
<br><strong>Chris Wallace:</strong> ""I want to ask you-""
<br><strong>Donald Trump:</strong> ""Dr. Fauci.""
<br><strong>Donald Trump:</strong> ""Dr. Fauci said the opposite.""
<br><strong>Joe Biden:</strong> ""He did not say the opposite.""
<br><strong>Chris Wallace:</strong> ""I want to ask you, we’ve got a little than a minute left in this segment.""
<br><strong>Donald Trump:</strong> ""He said very strongly, “Masks are not good.” Then he changed his mind.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">He said, “Masks are good.”</span>""
<br><strong>Chris Wallace:</strong> ""I want to ask-""
<br><strong>Donald Trump:</strong> ""I’m okay with masks.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">I’m not fighting masks.</span>""
<br><strong>Chris Wallace:</strong> ""I want to ask you both about one last subject because your different approaches has even affected the way that you have campaigned.""
<br><strong>Chris Wallace:</strong> ""President Trump, you’re holding large rallies with crowds packed together, thousands of people.""
<br><strong>Donald Trump:</strong> ""Outside.""
<br><strong>Donald Trump:</strong> ""Outside.""
<br>",n000610b07p1013,,,"He said, “Masks are good.”",I’m not fighting masks.,Donald Trump,Donald Trump,COVID,0,0,2,0,0,1,354,1412,0,0,0,0,0,0,2,0,0,0,0,0
3085730290,False,finalized,3,4.0,0.0,neither,1.0,,"<strong>Joe Biden:</strong> ""He just pours gasoline in the fire constantly and every single solitary time.""
<br><strong>Donald Trump:</strong> ""Okay.""
<br><strong>Chris Wallace:</strong> ""And to end this, button up this segment I’m going to give you a minute to answer, sir.""
<br><strong>Chris Wallace:</strong> ""You have repeatedly criticized…""
<br><strong>Donald Trump:</strong> ""Does it mean I have to answer his stuff.""
<br><strong>Chris Wallace:</strong> ""You have repeatedly…""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">Wait a second, you have made a statement.</span>""
<br><strong>Chris Wallace:</strong> ""You’ve been talking back and forth.""
<br><strong>Chris Wallace:</strong> ""I’m asking you.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">I would love to end it.</span>""
<br><strong>Chris Wallace:</strong> ""You know sir if you want to switch seats we could very quickly can do that.""
<br><strong>Donald Trump:</strong> ""I’ll send in the National Guard, it would be over.""
<br><strong>Donald Trump:</strong> ""That’d be no problem.""
<br><strong>Donald Trump:</strong> ""But I don’t want to accept the National Guard.""
<br><strong>Chris Wallace:</strong> ""You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups.""
<br>",n010250b07p4952,,,"Wait a second, you have made a statement.",I would love to end it.,Donald Trump,Donald Trump,Racism,0,0,0,0,0,1,1247,796,0,0,0,0,0,0,0,0,0,0,0,0
3085730291,False,finalized,3,4.0,0.0,neither,1.0,,"<strong>Mike Pence:</strong> ""And so by creating the kind of American innovation, we’re actually steering toward a stronger and better environment.""
<br><strong>Mike Pence:</strong> ""With regard to wildfires, President Trump and I believe that forest management has to be front and center.""
<br><strong>Mike Pence:</strong> ""And even Governor Gavin Newsom from your state has agreed, we’ve got to work on forest management.""
<br><strong>Mike Pence:</strong> ""And with regard to hurricanes, the National Oceanic Administration tells us that actually as difficult as they are, there are no more hurricanes today than there were 100 years ago-""
<br><strong>Susan Page:</strong> ""Thank you [crosstalk 00:35:24]""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">… but many of the climate alarmists-</span>""
<br><strong>Susan Page:</strong> ""Vice President Pence, I’m sorry, your time is up.""
<br><strong>Mike Pence:</strong> ""… use hurricanes and wildfires to try and sell the goods of a Green New Deal.""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">And President Trump and I are going to always put-</span>""
<br><strong>Susan Page:</strong> ""Thank you, Vice President Pence.""
<br><strong>Mike Pence:</strong> ""… American jobs and American workers first.""
<br><strong>Susan Page:</strong> ""Senator Harris, as the vice president mentioned, you co-sponsored the Green New Deal in Congress, but Vice President Biden said in last week’s debate that he does not support the Green New Deal.""
<br><strong>Susan Page:</strong> ""But if you look at the Biden-Harris campaign website, it describes the Green New Deal as a crucial framework.""
<br><strong>Susan Page:</strong> ""What exactly would be the stance of a Biden-Harris administration toward the Green New Deal?""
<br><strong>Susan Page:</strong> ""You have two minutes uninterrupted.""
<br>",n150402b07p0003,,,… but many of the climate alarmists-,And President Trump and I are going to always put-,Mike Pence,Mike Pence,Climate change,0,0,0,0,0,1,296,1310,0,0,0,0,0,0,0,0,0,0,0,0
3085730292,False,finalized,7,3.86,0.35,neither,0.7214,,"<strong>Mike Pence:</strong> ""He said he’s going to repeal the Trump tax cuts.""
<br><strong>Kamala Harris:</strong> ""Mr. Vice President, I’m speaking.""
<br><strong>Kamala Harris:</strong> ""I’m speaking.""
<br><strong>Mike Pence:</strong> ""The important [inaudible] is you said the truth.""
<br><strong>Mike Pence:</strong> ""Joe Biden has said it twice in the debate last week that he’s going to repeal the Trump tax cuts.""
<br><strong>Mike Pence:</strong> ""That was tax cuts that gave the average working family $2,000 in a tax break every single year-""
<br><strong>Kamala Harris:</strong> ""That is-""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">Senator, that’s the math.</span>""
<br><strong>Kamala Harris:</strong> ""That is absolutely not true, [crosstalk 00:00:29:32].""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">Is he the only going to repeal part of the Trump tax cuts?</span>""
<br><strong>Kamala Harris:</strong> ""If you don’t mind letting me finish, we can then have a conversation, okay?""
<br><strong>Mike Pence:</strong> ""Please.""
<br><strong>Kamala Harris:</strong> ""Okay.""
<br><strong>Kamala Harris:</strong> ""Joe Biden will not raise taxes on anyone who makes less than $400,000 a year.""
<br><strong>Kamala Harris:</strong> ""He has been very clear about that.""
<br>",n150334b07p3436,,,"Senator, that’s the math.",Is he the only going to repeal part of the Trump tax cuts?,Mike Pence,Mike Pence,Economy,0,0,0,0,0,1,1632,533,0,0,0,0,0,0,0,0,0,0,0,0
3085730293,False,finalized,4,4.25,0.433,support,1.0,,"<strong>Susan Page:</strong> ""Thank you, Vice President Pence.""
<br><strong>Mike Pence:</strong> ""So, if we destroy the ISIS caliphate and you talk about re-entering the Iran nuclear deal.""
<br><strong>Mike Pence:</strong> ""I mean the last administration transferred $1.8 billion to the leading state sponsor of terrorism.""
<br><strong>Susan Page:</strong> ""Thank you, Vice President Pence.""
<br><strong>Mike Pence:</strong> ""President Donald Trump got us out of the deal-""
<br><strong>Susan Page:</strong> ""Thank you, Vice President Pence.""
<br><strong>Mike Pence:</strong> ""… And when Qassem Soleimani was traveling to Baghdad-""
<br><strong>Susan Page:</strong> ""Thank you, Vice President Pence.""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">… To do harm to Americans, President Donald Trump took him out-</span>""
<br><strong>Susan Page:</strong> ""Thank you, Vice President Pence.""
<br><strong>Mike Pence:</strong> ""<span style=""color: rgb(41, 105, 176);"">… And America is safer, our allies are safer and the American people know president Donald Trump will never take action [crosstalk 00:00:16:40].</span>""
<br><strong>Susan Page:</strong> ""Thank you, Vice President Pence.""
<br><strong>Susan Page:</strong> ""I would like to give Senator Harris a chance to respond, but not at such great length, because of course there are other topics we want to talk about.""
<br><strong>Kamala Harris:</strong> ""But I would like equal time.""
<br><strong>Susan Page:</strong> ""Yes.""
<br>",n160108b07p0911,,,"… To do harm to Americans, President Donald Trump took him out-","… And America is safer, our allies are safer and the American people know president Donald Trump will never take action [crosstalk 00:00:16:40].",Mike Pence,Mike Pence,Supreme Court,0,2,1,2,2,1,567,733,0,0,0,0,0,0,0,0,0,0,0,0
3085730294,False,finalized,3,4.33,0.471,support,1.0,,"<strong>Joe Biden:</strong> ""We ought to be able to walk and chew gum at the same time.""
<br><strong>Joe Biden:</strong> ""We ought to be able to safely open, but they need resources to open?""
<br><strong>Joe Biden:</strong> ""You need to be able to, for example, if you’re going to open a business, have social distancing within the business.""
<br><strong>Joe Biden:</strong> ""You need to have, if you have a restaurant, you need to have plexiglass dividers so people cannot infect one another.""
<br><strong>Joe Biden:</strong> ""You need to be in a position where you can take testing rapidly and know whether the person is in fact infected.""
<br><strong>Joe Biden:</strong> ""You need to be able to trace.""
<br><strong>Joe Biden:</strong> ""You need to be able to provide all the resources that are needed to do this.""
<br><strong>Joe Biden:</strong> ""And that is not inconsistent with saying that we’re going to make sure that we’re going to open safely.""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">And by the way, all you teachers out there, not that many of you are going to die, so don’t worry about it.</span>""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">So don’t worry about it.</span>""
<br><strong>Joe Biden:</strong> ""Come on.""
<br><strong>Kristen Welker:</strong> ""President Trump, let me follow up with you quickly.""
<br><strong>Donald Trump:</strong> ""By the way, I will say this, If you go and look at what’s happened to New York, it’s a ghost town.""
<br><strong>Donald Trump:</strong> ""It’s a ghost town.""
<br><strong>Donald Trump:</strong> ""And when you talk about plexiglass, these are restaurants that had dying.""
<br>",n020288b07p8990,,,"And by the way, all you teachers out there, not that many of you are going to die, so don’t worry about it.",So don’t worry about it.,Joe Biden,Joe Biden,COVID,0,2,0,0,2,1,669,155,0,0,0,0,0,0,0,0,0,0,0,0
3085730295,False,finalized,7,4.0,0.535,support,0.5396,,"<strong>Joe Biden:</strong> ""And as well as, this president embraces all the thugs in the world.""
<br><strong>Joe Biden:</strong> ""He’s best friends with the leader of North Korea, sending love letters.""
<br><strong>Joe Biden:</strong> ""He doesn’t take on Putin in any way.""
<br><strong>Joe Biden:</strong> ""He’s learned the art of the steal from the art of the deal by Xi and China.""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">So I would respectfully suggest, no, there is no plan, no coherent plan for foreign policy.</span>""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">We’ve been most effective as a world leader, in my humble opinion, not just by the exercise of our power.</span>""
<br><strong>Joe Biden:</strong> ""We’re the most powerful nation in the world, but the power of our example.""
<br><strong>Joe Biden:</strong> ""That’s what’s led the rest of the world to follow us on almost everything.""
<br><strong>Joe Biden:</strong> ""He’s pulled out of almost every international organization.""
<br><strong>Joe Biden:</strong> ""He gets laughed at, literally, not figuratively, when he goes to the United Nations.""
<br><strong>Joe Biden:</strong> ""It’s not about the president, per se.""
<br><strong>Joe Biden:</strong> ""It’s about the nation and the lack of respect that’s shown to us.""
<br><strong>George Stephanopoulos:</strong> ""Want to get one more question in this segment, and it comes from Mieke Haeck.""
<br><strong>George Stephanopoulos:</strong> ""She’s from State College, Pennsylvania.""
<br><strong>George Stephanopoulos:</strong> ""This is your first presidential election that you’re vote in.""
<br>",n080040b07p3738,,,"So I would respectfully suggest, no, there is no plan, no coherent plan for foreign policy.","We’ve been most effective as a world leader, in my humble opinion, not just by the exercise of our power.",Joe Biden,Joe Biden,Foreign policy,0,2,1,0,0,1,1752,1024,0,0,0,0,0,0,0,0,0,0,0,0
3085730296,False,finalized,7,4.14,0.639,neither,0.7248,,"<strong>Donald Trump:</strong> ""And we should have a stimulus, and I want a stimulus.""
<br><strong>Donald Trump:</strong> ""The Republicans will approve a stimulus.""
<br><strong>Donald Trump:</strong> ""The problem is she doesn’t want to do it because she thinks it’s bad for her election.""
<br><strong>Donald Trump:</strong> ""The fact is, she’s wrong because people know she’s in our way, she’s not approving it, she doesn’t appreciate our people, and she doesn’t appreciate, at all, our workers.""
<br><strong>Donald Trump:</strong> ""Nancy Pelosi, we are ready to sign and pass stimulus, but she’s got to approve it.""
<br><strong>Savannah Guthrie:</strong> ""People do not love the back and forth of Washington, but this has been a rollercoaster.""
<br><strong>Savannah Guthrie:</strong> ""Back in early October, you one day tweeted, “No more negotiations until after election day.""
<br><strong>Savannah Guthrie:</strong> ""I’m walking away.” Then, I think the next couple of days you said, “Maybe we can do something targeted.”""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">That’s right.</span>""
<br><strong>Savannah Guthrie:</strong> ""Then you said, “I want a big, big bill.” But then Senate Republicans said, “No, we’re not for that.” So you are the big deal-maker.""
<br><strong>Savannah Guthrie:</strong> ""How come this is so… You yourself had changed positions.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">That’s right.</span>""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">Did you ever hear a word called negotiation when negotiating?</span>""
<br><strong>Savannah Guthrie:</strong> ""Okay.""
<br><strong>Donald Trump:</strong> ""I’m negotiating-""
<br>",n130082b07p8387,,,That’s right.,Did you ever hear a word called negotiation when negotiating?,Donald Trump,Donald Trump,Healthcare,0,0,0,0,0,1,563,1215,0,0,0,0,0,0,0,0,0,0,0,0
3085730297,False,finalized,3,3.67,0.471,neither,1.0,,"<strong>Joe Biden:</strong> ""You can’t get there.""
<br><strong>Joe Biden:</strong> ""You’re going to need to be able to transition, George, to be able to transition to get to the place where we invest in new technologies that allow us to do things that get us to a place where we get to net zero emission, including in agriculture.""
<br><strong>Joe Biden:</strong> ""I’ve laid out a detailed plan.""
<br><strong>Joe Biden:</strong> ""We should be taking the plan where we allow significant more land to be put in conservation, plant deep rooted plants which absorb carbon from the air and in fact, pay farmers to do it.""
<br><strong>Joe Biden:</strong> ""We can do things like pelletize all the chicken manure and all the horse manure and cow manure, and take out the methane and use it as fertilizer and make a lot of money doing it.""
<br><strong>Joe Biden:</strong> ""For example, right now, down in … And people when I say that, they wonder what I’m talking about.""
<br><strong>Joe Biden:</strong> ""The biggest carbon sink in the world is the Amazon.""
<br><strong>Joe Biden:</strong> ""More carbon absorbed from the air diminishing global warming in the Amazon than all the carbon emitted on a yearly basis from the United States of America from all vehicles on all means.""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">So we have to use our imaginations.</span>""
<br><strong>Joe Biden:</strong> ""We have to move in the direction as well providing for electric vehicles.""
<br><strong>Joe Biden:</strong> ""Electric vehicles will save billions of gallons of oil, [inaudible 01:06:38] estimated, not me, Wall street, one million automobile jobs, but we’re lagging me.""
<br><strong>Joe Biden:</strong> ""I mean, we’re not investing.""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">We’re not doing any of the research.</span>""
<br><strong>George Stephanopoulos:</strong> ""Got to take another quick break.""
<br><strong>George Stephanopoulos:</strong> ""We’ll be right back.""
<br>",n070062b07p6367,,,So we have to use our imaginations.,We’re not doing any of the research.,Joe Biden,Joe Biden,Climate change,0,0,0,0,0,1,214,842,0,0,0,0,0,0,0,0,0,0,0,0
3085730298,False,finalized,4,4.0,0.7070000000000001,neither,0.7431,,"<strong>Donald Trump:</strong> ""We had no borders.""
<br><strong>Donald Trump:</strong> ""We had no nothing.""
<br><strong>Donald Trump:</strong> ""We’ve rebuilt so much.""
<br><strong>Donald Trump:</strong> ""We’ve given you the greatest tax cut in the history of our country.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">Greatest regulation cut, equally as important.</span>""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">And we created new levels of jobs that nobody thought was possible.</span>""
<br><strong>Donald Trump:</strong> ""And next year is going to be better than ever before.""
<br><strong>Savannah Guthrie:</strong> ""I got to leave it there.""
<br><strong>Savannah Guthrie:</strong> ""I got a wrap from the control room.""
<br><strong>Savannah Guthrie:</strong> ""Mr. President, thank you for your time.""
<br><strong>Donald Trump:</strong> ""Thank you very much.""
<br><strong>Savannah Guthrie:</strong> ""Thank you for listening to the voters’ questions.""
<br><strong>Savannah Guthrie:</strong> ""That concludes our town hall.""
<br><strong>Savannah Guthrie:</strong> ""We do want to thank the president again, as well as our audience in hot Miami, and all of you watching at home.""
<br><strong>Savannah Guthrie:</strong> ""And a reminder, Donald Trump and Joe Biden are scheduled to meet in person a week from tonight in Nashville, a second and final presidential debate, moderated by our own Kristen Welker.""
<br>",n140250b07p4748,,,"Greatest regulation cut, equally as important.",And we created new levels of jobs that nobody thought was possible.,Donald Trump,Donald Trump,Why They Should Be Elected,0,0,2,2,2,1,1226,1407,0,0,0,0,0,0,0,0,0,0,0,0
3085730299,False,finalized,5,3.8,0.748,neither,1.0,,"<strong>Kristen Welker:</strong> ""You said very recently-""
<br><strong>Donald Trump:</strong> ""It’s very important.""
<br><strong>Donald Trump:</strong> ""We have to help our small businesses.""
<br><strong>Kristen Welker:</strong> ""You said-""
<br><strong>Donald Trump:</strong> ""How are you helping your small businesses when you’re forcing wages?""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">What’s going to happen, and what’s been proven to happen, is when you do that, these small businesses fire many of their employees.</span>""
<br><strong>Kristen Welker:</strong> ""You said very recently-""
<br><strong>Joe Biden:</strong> ""Not true, by the way.""
<br><strong>Kristen Welker:</strong> ""… you would consider raising the federal minimum wage to $15 an hour.""
<br><strong>Donald Trump:</strong> ""Say it.""
<br><strong>Donald Trump:</strong> ""Say it.""
<br><strong>Kristen Welker:</strong> ""You said recently you would consider raising the federal minimum wage to $15 an hour.""
<br><strong>Donald Trump:</strong> ""<span style=""color: rgb(41, 105, 176);"">What I really like, and I would consider it to an extent-</span>""
<br><strong>Kristen Welker:</strong> ""In a second administration?""
<br><strong>Donald Trump:</strong> ""But what I really like… In a second administration.""
<br>",n030031b07p2936,,,"What’s going to happen, and what’s been proven to happen, is when you do that, these small businesses fire many of their employees.","What I really like, and I would consider it to an extent-",Donald Trump,Donald Trump,Minimum wage,0,0,0,0,0,1,1007,162,0,0,0,0,0,0,0,0,0,0,0,0
3085730300,False,finalized,7,3.86,0.639,neither,0.7041,,"<strong>Joe Biden:</strong> ""He said, “Joey, it’s simple.""
<br><strong>Joe Biden:</strong> ""They love each other.” The idea that an 8 year old child or a 10 year old child decides, “I decided I want to be transgender.""
<br><strong>Joe Biden:</strong> ""That’s what I think I’d like to be.""
<br><strong>Joe Biden:</strong> ""It’d make my life a lot easier.” There should be zero discrimination.""
<br><strong>Joe Biden:</strong> ""And what’s happening is too many transgender women of color are being murdered.""
<br><strong>Joe Biden:</strong> ""They’re being murdered.""
<br><strong>Joe Biden:</strong> ""I think it’s up to, now, 17.""
<br><strong>Joe Biden:</strong> ""Don’t hold me to that number, but it’s… It’s higher now?""
<br><strong>Audience Member 10:</strong> ""Yeah.""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">And that’s just this year.</span>""
<br><strong>Joe Biden:</strong> ""And so I promise you, there is no reason to suggest that there should be any right denied your daughter, or daughters, whichever, one or two.""
<br><strong>Audience Member 10:</strong> ""One.""
<br><strong>Audience Member 10:</strong> ""One.""
<br><strong>Joe Biden:</strong> ""<span style=""color: rgb(41, 105, 176);"">Your daughter, that your other daughter has a right to be and do.</span>""
<br><strong>Joe Biden:</strong> ""None.""
<br>",n080073b07p7579,,,And that’s just this year.,"Your daughter, that your other daughter has a right to be and do.",Joe Biden,Joe Biden,LGBTQ,0,0,0,0,0,1,676,371,0,0,0,0,0,0,0,0,0,0,0,0
